FileName;ID;1 class;2 class;3 class;4 class;5 class;6 class;7 class;8 class;9 class
D:\Work\_etc\Programming\KrystallDraw\maps\example.src.tif;;7.1438%;8.9840%;16.4756%;25.9482%;0.0000%;12.6188%;16.3699%;12.4419%;0.0000%
